time_sec,source,valid,manual_enabled,left_target_wrist_x,left_target_wrist_y,left_target_wrist_z,right_target_wrist_x,right_target_wrist_y,right_target_wrist_z,left_target_elbow_x,left_target_elbow_y,left_target_elbow_z,right_target_elbow_x,right_target_elbow_y,right_target_elbow_z,left_ik_loss,right_ik_loss,left_workspace_projected,right_workspace_projected,torso_joint,neck_joint,head_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,left_hip_joint,left_knee_joint,left_ankle_joint,right_hip_joint,right_knee_joint,right_ankle_joint
1778075397.830376,ik_wrist_pelvis_body_frame,1,0,-0.240499,0.122906,0.343723,-0.062286,-0.129383,0.440181,-0.138183,0.223805,0.042745,-0.045070,-0.242082,0.150254,0.001701,0.000378,0,0,0.000000,0.000000,0.000000,0.629255,0.216528,-0.306181,1.513994,-0.409363,0.556345,0.074542,1.306611,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075397.861144,ik_wrist_pelvis_body_frame,1,0,-0.249314,0.122627,0.343567,-0.068983,-0.132456,0.431643,-0.143104,0.219886,0.041841,-0.047292,-0.248006,0.147282,0.001739,0.000321,0,0,0.000000,0.000000,0.000000,0.633595,0.214782,-0.323964,1.517335,-0.374783,0.556366,0.078992,1.322864,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075397.897777,ik_wrist_pelvis_body_frame,1,0,-0.253681,0.128824,0.343431,-0.068844,-0.138704,0.426084,-0.142872,0.220456,0.042013,-0.047058,-0.254199,0.147498,0.001721,0.000225,0,0,0.000000,0.000000,0.000000,0.636751,0.212193,-0.338485,1.516649,-0.344395,0.551745,0.084699,1.339027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075397.927573,ik_wrist_pelvis_body_frame,1,0,-0.258303,0.140232,0.343053,-0.073531,-0.149208,0.422701,-0.141651,0.221383,0.040749,-0.050155,-0.257766,0.142889,0.001709,0.000162,0,0,0.000000,0.000000,0.000000,0.637603,0.208195,-0.349293,1.511087,-0.319010,0.542304,0.091617,1.352831,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075397.960582,ik_wrist_pelvis_body_frame,1,0,-0.267055,0.149253,0.341601,-0.078427,-0.154651,0.420957,-0.142892,0.221314,0.040637,-0.050854,-0.258517,0.138214,0.001704,0.000150,0,0,0.000000,0.000000,0.000000,0.638415,0.203116,-0.358517,1.500746,-0.298557,0.531256,0.099732,1.364545,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075397.993958,ik_wrist_pelvis_body_frame,1,0,-0.265171,0.151715,0.338810,-0.081454,-0.161086,0.421187,-0.142029,0.216773,0.029562,-0.050329,-0.258734,0.135267,0.001864,0.000146,0,0,0.000000,0.000000,0.000000,0.639454,0.197494,-0.364607,1.491245,-0.281736,0.519944,0.107860,1.373110,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075398.026886,ik_wrist_pelvis_body_frame,1,0,-0.263184,0.145437,0.338133,-0.124338,-0.164287,0.401067,-0.146281,0.208480,0.020249,-0.056286,-0.255848,0.104132,0.002139,0.000926,0,0,0.000000,0.000000,0.000000,0.643949,0.192278,-0.368139,1.486007,-0.278074,0.499421,0.132115,1.383368,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075398.061375,ik_wrist_pelvis_body_frame,1,0,-0.268463,0.141578,0.320401,-0.117961,-0.178839,0.387332,-0.150629,0.204188,0.000881,-0.053539,-0.259714,0.081890,0.002472,0.000906,0,0,0.000000,0.000000,0.000000,0.652368,0.178958,-0.372035,1.487050,-0.272677,0.471808,0.152103,1.396728,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075398.092212,ik_wrist_pelvis_body_frame,1,0,-0.269925,0.137810,0.307360,-0.124434,-0.189449,0.385858,-0.154043,0.203426,-0.010486,-0.061596,-0.255325,0.070760,0.002475,0.000897,0,0,0.000000,0.000000,0.000000,0.662530,0.159980,-0.374930,1.495445,-0.270006,0.442644,0.168768,1.409566,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075398.125723,ik_wrist_pelvis_body_frame,1,0,-0.294560,0.139824,0.272128,-0.256323,-0.164191,0.344534,-0.168456,0.203622,-0.030474,-0.133276,-0.233367,0.049954,0.002150,0.003601,0,0,0.000000,0.000000,0.000000,0.677738,0.124771,-0.383052,1.506244,-0.317357,0.398182,0.226801,1.419074,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075398.157723,ik_wrist_pelvis_body_frame,1,0,-0.300000,0.133644,0.229624,-0.300000,-0.159593,0.282631,-0.183136,0.195223,-0.062584,-0.170591,-0.229203,0.011686,0.002309,0.002393,1,1,0.000000,0.000000,0.000000,0.697109,0.073411,-0.392779,1.526950,-0.380911,0.333003,0.291426,1.428016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075398.190811,ik_wrist_pelvis_body_frame,1,0,-0.300000,0.121752,0.191291,-0.300000,-0.165932,0.237327,-0.182274,0.190604,-0.084961,-0.160046,-0.231898,-0.021854,0.002492,0.002422,1,1,0.000000,0.000000,0.000000,0.717506,0.010116,-0.403725,1.560763,-0.433126,0.256696,0.344154,1.444955,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075398.224688,ik_wrist_pelvis_body_frame,1,0,-0.300000,0.114567,0.112844,-0.300000,-0.214679,0.148936,-0.184425,0.163822,-0.145322,-0.154064,-0.202832,-0.109959,0.004150,0.004687,1,1,0.000000,0.000000,0.000000,0.739529,-0.086516,-0.418820,1.607465,-0.466044,0.140957,0.382141,1.464583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075398.259691,ik_wrist_pelvis_body_frame,1,0,-0.300000,0.137842,0.009448,-0.300000,-0.243069,-0.026381,-0.165062,0.152142,-0.194092,-0.149227,-0.227629,-0.127955,0.005214,0.009771,1,1,0.000000,0.000000,0.000000,0.748409,-0.225380,-0.433322,1.650808,-0.479801,-0.027013,0.424813,1.471821,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075398.292892,ik_wrist_pelvis_body_frame,1,0,-0.300000,0.158714,-0.081461,-0.300000,-0.233712,-0.235491,-0.189475,0.134789,-0.225631,-0.145913,-0.199393,-0.215332,0.007373,0.013536,1,1,0.000000,0.000000,0.000000,0.749608,-0.384882,-0.441702,1.674947,-0.485843,-0.246972,0.474156,1.434819,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075398.329088,ik_wrist_pelvis_body_frame,0,0,-0.300000,0.218455,-0.133824,-0.085037,-0.194448,-0.533725,-0.172032,0.130427,-0.220742,-0.035240,-0.182242,-0.268880,0.006487,0.038506,1,0,0.000000,0.000000,0.000000,0.733065,-0.533561,-0.430985,1.669633,-0.427705,-0.445638,0.523463,1.234200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075398.359470,ik_wrist_pelvis_body_frame,1,0,-0.300000,0.190638,-0.445639,-0.101306,-0.173241,-0.535741,-0.106690,0.121649,-0.238796,0.011271,-0.154794,-0.284748,0.023601,0.014326,1,0,0.000000,0.000000,0.000000,0.723681,-0.669178,-0.450434,1.515963,-0.390258,-0.600598,0.571758,1.008761,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075398.390790,ik_wrist_pelvis_body_frame,1,0,-0.269896,0.182645,-0.479788,-0.110446,-0.172826,-0.523623,-0.072375,0.116605,-0.250698,0.027265,-0.150365,-0.292859,0.007733,0.011024,1,0,0.000000,0.000000,0.000000,0.717012,-0.774959,-0.476956,1.318920,-0.376335,-0.721466,0.607077,0.810508,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075398.426832,ik_wrist_pelvis_body_frame,1,0,-0.263820,0.153274,-0.493261,-0.119949,-0.177521,-0.517249,-0.063032,0.102306,-0.262272,0.022657,-0.157142,-0.298105,0.004530,0.009772,1,0,0.000000,0.000000,0.000000,0.728372,-0.857468,-0.506260,1.128726,-0.379341,-0.815744,0.628433,0.649550,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075398.471843,ik_wrist_pelvis_body_frame,1,0,-0.231645,0.139579,-0.513087,-0.124443,-0.175411,-0.514563,-0.055641,0.102986,-0.275380,0.019538,-0.161708,-0.297367,0.004825,0.009605,1,0,0.000000,0.000000,0.000000,0.744795,-0.921825,-0.531191,0.946877,-0.392113,-0.889280,0.637959,0.520055,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075398.501648,ik_wrist_pelvis_body_frame,1,0,-0.232078,0.134719,-0.514189,-0.126265,-0.176744,-0.512790,-0.058550,0.105864,-0.278319,0.017989,-0.164897,-0.296565,0.003875,0.009260,1,0,0.000000,0.000000,0.000000,0.767181,-0.972023,-0.548665,0.790719,-0.408386,-0.946639,0.637819,0.416643,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075398.526842,ik_wrist_pelvis_body_frame,1,0,-0.181537,0.143511,-0.531835,-0.133086,-0.156180,-0.515832,-0.047705,0.113272,-0.290309,0.012663,-0.158542,-0.300042,0.004638,0.010396,1,0,0.000000,0.000000,0.000000,0.775824,-1.011178,-0.556269,0.638049,-0.433209,-0.991378,0.631006,0.335981,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075398.565701,ik_wrist_pelvis_body_frame,1,0,-0.206581,0.121682,-0.528127,-0.136498,-0.157256,-0.511936,-0.049673,0.107478,-0.292524,0.012350,-0.161170,-0.303231,0.004557,0.010336,1,0,0.000000,0.000000,0.000000,0.798817,-1.041719,-0.557108,0.516850,-0.459495,-1.026275,0.619083,0.273065,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075398.597865,ik_wrist_pelvis_body_frame,1,0,-0.211452,0.118619,-0.526720,-0.137552,-0.154355,-0.511560,-0.051280,0.107330,-0.295047,0.011590,-0.161173,-0.304628,0.004239,0.010462,0,0,0.000000,0.000000,0.000000,0.826965,-1.065541,-0.552112,0.420929,-0.484715,-1.053494,0.603508,0.223991,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075398.636062,ik_wrist_pelvis_body_frame,1,0,-0.221368,0.104109,-0.523788,-0.140037,-0.145720,-0.514697,-0.054771,0.102150,-0.295187,0.009339,-0.153965,-0.312282,0.004643,0.010785,0,0,0.000000,0.000000,0.000000,0.854033,-1.084122,-0.543475,0.348465,-0.510923,-1.074726,0.585651,0.185713,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075398.664842,ik_wrist_pelvis_body_frame,1,0,-0.227495,0.102706,-0.519707,-0.142937,-0.132428,-0.517015,-0.056753,0.103712,-0.294798,0.006382,-0.147159,-0.320719,0.004720,0.011865,0,0,0.000000,0.000000,0.000000,0.875145,-1.098615,-0.532865,0.296055,-0.540614,-1.091286,0.566629,0.155856,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075398.700302,ik_wrist_pelvis_body_frame,1,0,-0.234755,0.101772,-0.515436,-0.144614,-0.121833,-0.519372,-0.059679,0.103754,-0.295921,0.002490,-0.142492,-0.328919,0.004747,0.012790,0,0,0.000000,0.000000,0.000000,0.891613,-1.109920,-0.521831,0.260645,-0.573281,-1.104203,0.547115,0.132568,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075398.728618,ik_wrist_pelvis_body_frame,1,0,-0.238829,0.106606,-0.511874,-0.143984,-0.117206,-0.519060,-0.062057,0.106694,-0.297857,0.002080,-0.142780,-0.331169,0.004421,0.013408,0,0,0.000000,0.000000,0.000000,0.904458,-1.118737,-0.510850,0.237620,-0.605045,-1.114278,0.527393,0.114403,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075398.763459,ik_wrist_pelvis_body_frame,1,0,-0.240486,0.104282,-0.510587,-0.140142,-0.118467,-0.520808,-0.062766,0.106914,-0.298892,0.002004,-0.145158,-0.330443,0.004620,0.013385,0,0,0.000000,0.000000,0.000000,0.914478,-1.125615,-0.500843,0.222140,-0.631041,-1.122137,0.507558,0.100234,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075398.795306,ik_wrist_pelvis_body_frame,1,0,-0.242963,0.104796,-0.508209,-0.133779,-0.116648,-0.524956,-0.062409,0.107825,-0.297293,0.001369,-0.145395,-0.334191,0.004621,0.014072,0,0,0.000000,0.000000,0.000000,0.922293,-1.130980,-0.492007,0.212586,-0.650274,-1.128267,0.487874,0.089183,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075398.829762,ik_wrist_pelvis_body_frame,1,0,-0.248343,0.110700,-0.505017,-0.132475,-0.119159,-0.523333,-0.065016,0.109402,-0.294642,0.002962,-0.147931,-0.335247,0.004096,0.014108,0,0,0.000000,0.000000,0.000000,0.928388,-1.135164,-0.483869,0.209362,-0.663106,-1.133048,0.468468,0.080563,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075398.862131,ik_wrist_pelvis_body_frame,1,0,-0.259633,0.105017,-0.498962,-0.133030,-0.123639,-0.522400,-0.068494,0.106584,-0.291846,0.000970,-0.152230,-0.333880,0.004374,0.013398,0,0,0.000000,0.000000,0.000000,0.933143,-1.138428,-0.478324,0.214707,-0.670597,-1.136778,0.449427,0.073839,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075404.923908,ik_wrist_pelvis_body_frame,1,0,-0.219709,0.111946,-0.521553,-0.129727,-0.193239,-0.517678,-0.047761,0.100000,-0.303321,0.002421,-0.158659,-0.345677,0.004717,0.008004,1,0,0.000000,0.000000,0.000000,0.936851,-1.140974,-0.471842,0.198368,-0.651472,-1.139687,0.428973,0.068594,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075404.961593,ik_wrist_pelvis_body_frame,1,0,-0.222920,0.149070,-0.504998,-0.167928,-0.141571,-0.525610,-0.037801,0.103673,-0.302064,-0.025800,-0.128321,-0.350121,0.003894,0.008292,0,0,0.000000,0.000000,0.000000,0.929597,-1.142960,-0.460433,0.187349,-0.660145,-1.141956,0.410261,0.064504,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075404.994631,ik_wrist_pelvis_body_frame,1,0,-0.270118,0.122242,-0.480640,-0.183634,-0.100000,-0.534220,-0.054913,0.100000,-0.291616,-0.036019,-0.100000,-0.359083,0.004386,0.010496,1,1,0.000000,0.000000,0.000000,0.934085,-1.143375,-0.450770,0.200155,-0.700912,-1.143725,0.393738,0.061313,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075405.025585,ik_wrist_pelvis_body_frame,1,0,-0.249622,0.100118,-0.500937,-0.195348,-0.100000,-0.531981,-0.049650,0.100000,-0.303196,-0.039772,-0.100000,-0.359347,0.005645,0.008557,1,1,0.000000,0.000000,0.000000,0.937587,-1.144832,-0.445916,0.205563,-0.752965,-1.145106,0.378193,0.058824,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075405.058360,ik_wrist_pelvis_body_frame,1,0,-0.199235,0.100000,-0.531500,-0.201897,-0.100000,-0.522656,-0.034624,0.100000,-0.321009,-0.035931,-0.100000,-0.357089,0.007102,0.008419,1,1,0.000000,0.000000,0.000000,0.940318,-1.145969,-0.440441,0.177822,-0.796312,-1.146182,0.363180,0.056883,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075405.098700,ik_wrist_pelvis_body_frame,1,0,-0.216043,0.100000,-0.521123,-0.242195,-0.100000,-0.488354,-0.038856,0.100000,-0.308982,-0.052967,-0.100000,-0.352414,0.005856,0.009191,1,1,0.000000,0.000000,0.000000,0.942448,-1.146856,-0.432866,0.154490,-0.830124,-1.147022,0.351142,0.074783,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075405.132149,ik_wrist_pelvis_body_frame,1,0,-0.296308,0.100000,-0.485571,-0.153563,-0.100000,-0.543769,-0.097450,0.101741,-0.279875,-0.014528,-0.100000,-0.359296,0.006467,0.013013,1,1,0.000000,0.000000,0.000000,0.944109,-1.139109,-0.429952,0.167834,-0.850658,-1.147677,0.338856,0.069330,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075405.164728,ik_wrist_pelvis_body_frame,1,0,-0.300000,0.100000,-0.485892,-0.163676,-0.100000,-0.545008,-0.110668,0.107757,-0.270968,-0.026317,-0.100000,-0.365534,0.005158,0.011533,1,1,0.000000,0.000000,0.000000,0.945405,-1.137859,-0.434446,0.196496,-0.867790,-1.148188,0.326503,0.065078,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075405.192149,ik_wrist_pelvis_body_frame,1,0,-0.271868,0.100000,-0.502605,-0.152616,-0.100000,-0.546339,-0.093325,0.100000,-0.273928,-0.019114,-0.100000,-0.363003,0.003871,0.012898,1,1,0.000000,0.000000,0.000000,0.946416,-1.140530,-0.442796,0.216295,-0.877867,-1.148587,0.314130,0.061761,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075405.224139,ik_wrist_pelvis_body_frame,1,0,-0.253626,0.100000,-0.512002,-0.164972,-0.100000,-0.537518,-0.078244,0.100000,-0.284658,-0.027823,-0.106166,-0.354222,0.004128,0.010574,1,1,0.000000,0.000000,0.000000,0.947205,-1.142614,-0.451970,0.221027,-0.888010,-1.148898,0.302052,0.059173,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075405.263095,ik_wrist_pelvis_body_frame,1,0,-0.241286,0.100000,-0.517870,-0.129079,-0.100000,-0.549156,-0.069022,0.100000,-0.292034,-0.008209,-0.100909,-0.365070,0.004406,0.016719,1,1,0.000000,0.000000,0.000000,0.947820,-1.144239,-0.459700,0.214222,-0.884684,-1.149140,0.289953,0.057155,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075405.295238,ik_wrist_pelvis_body_frame,1,0,-0.238511,0.100000,-0.519199,-0.128901,-0.100000,-0.550000,-0.071430,0.101235,-0.280753,-0.015408,-0.101811,-0.366735,0.004168,0.016225,1,1,0.000000,0.000000,0.000000,0.948299,-1.145506,-0.465113,0.203656,-0.876306,-1.149329,0.278213,0.055581,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075405.328724,ik_wrist_pelvis_body_frame,1,0,-0.151598,0.100000,-0.550000,-0.122630,-0.100000,-0.550000,-0.042471,0.100000,-0.308275,-0.015622,-0.110175,-0.360042,0.009367,0.016596,1,1,0.000000,0.000000,0.000000,0.942819,-1.146495,-0.464691,0.169852,-0.863638,-1.149477,0.266918,0.054353,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075405.360734,ik_wrist_pelvis_body_frame,1,0,-0.134808,0.100000,-0.550000,-0.155909,-0.132024,-0.522619,-0.015532,0.101655,-0.315839,-0.000129,-0.112002,-0.345859,0.012970,0.009785,1,0,0.000000,0.000000,0.000000,0.928754,-1.147266,-0.459491,0.143484,-0.848660,-1.149592,0.255752,0.053396,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075405.397764,ik_wrist_pelvis_body_frame,1,0,-0.169504,0.100000,-0.529986,-0.212729,-0.126289,-0.492637,-0.033661,0.102315,-0.320690,-0.029672,-0.127357,-0.330615,0.008381,0.008271,1,0,0.000000,0.000000,0.000000,0.925088,-1.147867,-0.451052,0.122918,-0.856244,-1.149682,0.246504,0.061816,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075405.428031,ik_wrist_pelvis_body_frame,1,0,-0.164156,0.100000,-0.541437,-0.213890,-0.123511,-0.489363,-0.015248,0.100000,-0.321811,-0.026456,-0.131336,-0.321372,0.009793,0.008312,1,0,0.000000,0.000000,0.000000,0.923291,-1.148337,-0.440232,0.106876,-0.870696,-1.149752,0.238781,0.072316,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075405.461268,ik_wrist_pelvis_body_frame,1,0,-0.034764,0.126847,-0.538144,-0.225635,-0.100000,-0.470738,0.064766,0.112669,-0.320293,-0.034060,-0.143561,-0.310193,0.031953,0.011679,0,1,0.000000,0.000000,0.000000,0.856030,-1.148703,-0.425717,0.094363,-0.888143,-1.149806,0.234491,0.087807,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075405.497621,ik_wrist_pelvis_body_frame,1,0,-0.130414,0.100000,-0.512149,-0.276269,-0.100000,-0.455838,0.029044,0.101269,-0.313723,-0.055938,-0.114421,-0.305688,0.018043,0.009770,1,1,0.000000,0.000000,0.000000,0.818745,-1.148988,-0.411819,0.084603,-0.901751,-1.148273,0.238860,0.124778,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778075405.530424,ik_wrist_pelvis_body_frame,1,0,-0.067492,0.135014,-0.509212,-0.300000,-0.100000,-0.323841,0.045530,0.100000,-0.314914,-0.119153,-0.100000,-0.300233,0.019817,0.023442,1,1,0.000000,0.000000,0.000000,0.757339,-1.149211,-0.396197,0.076991,-0.912366,-1.126942,0.258317,0.205817,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
